filename,encryption_ratio,summation_error,deviation_error,encryption_time_ns,decryption_time_ns,summation_operations_time_ns,deviation_operations_time_ns
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,0.10,53678.153846,-379.324501,0,0,0,0
09967234-a409-420a-bc5a-1474bb4790f3.csv,0.10,108524.769231,-545.926255,0,0,0,0
0d060044-7b49-4fb7-9ad1-bc0f959d88e1.csv,0.10,222521.000000,-1560.955927,0,0,0,10079300
0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,0.10,30656.461538,-120.311842,0,0,0,0
10595ac6-509a-49eb-8e4b-6c454977e095.csv,0.10,25267.384615,-76.057486,0,0,0,0
128c9821-8849-46d6-a7a7-5709ec799f94.csv,0.10,49189.846154,-657.990644,0,0,0,0
13464844-b1ad-47e3-b2a9-b48426b2a986.csv,0.10,89528.000000,-495.834638,0,0,0,0
13c202b0-14dc-42da-b5ca-21d132cc23fc.csv,0.10,106527.538462,-569.828391,0,0,0,0
16bb182d-cb73-4cb8-9002-8b18177eaaa7.csv,0.10,4490.307692,-143.193830,0,0,0,0
1c02fc69-0a78-46cb-bf57-226f307fc10a.csv,0.10,112573.769231,-541.621066,0,0,0,6192400
1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,0.10,30987.000000,0.000000,0,0,9253200,0
1e8c8712-0046-428d-864f-14d2357fb1d5.csv,0.10,10238.769231,-10.026866,0,0,0,0
1fe45385-e790-4855-a2fe-7284313ec322.csv,0.10,50465.615385,-346.836128,0,0,0,0
24564a57-959d-4214-8e07-94a14f121a91.csv,0.10,83297.000000,-781.121784,0,0,0,4100700
2aa6ee4b-eadb-4d51-9737-8cf5de22210a.csv,0.10,59268.923077,-248.594757,8904500,0,0,0
2be3a38f-550e-4154-82d3-9b808d4b0bf6.csv,0.10,113377.153846,-854.015418,0,0,0,0
2c6c0f07-5a00-4a34-9bfd-30beee6d57c2.csv,0.10,79907.230769,-301.600547,0,0,4966400,0
2cf06c46-efd4-4c3c-8318-e504fc17ad08.csv,0.10,44523.000000,-270.112994,0,0,0,0
364b9911-6859-464e-a5e3-41149f8e2986.csv,0.10,110102.846154,-1196.067341,0,0,0,0
3fc0af02-ec0a-4572-9824-2b11c6990e4a.csv,0.10,4244654491.769231,-80.598225,0,0,0,7376600
